passage_id,question,passage
1997_117.txt_Art. 83,Jakiej kontroli podlegają towary przywożone z zagranicy?,"Art. 83. § 1. Organ celny po zwolnieniu towarów może z urzędu lub na wniosek zgłaszającego dokonać kontroli zgłoszenia celnego. § 2. Po zwolnieniu towarów, organ celny w celu upewnienia się o prawidłowości danych zawartych w zgłoszeniu celnym może, w szczególności kontrolować dokumenty i dane handlowe dotyczące operacji przywozu lub wywozu towarów objętych zgłoszeniem, jak również późniejszych operacji handlowych dotyczących tych towarów. Kontrole te mogą zostać przeprowadzone u zgłaszającego, bądź u każdej innej osoby bezpośrednio lub pośrednio związanej z tymi operacjami, jak również u każdej innej osoby posiadającej takie dokumenty i dane. Organ celny może również przystąpić do kontroli towarów, jeżeli istnieje jeszcze możliwość ich okazania. § 3. Jeżeli z kontroli zgłoszenia celnego po zwolnieniu towaru wynika, że przepisy regulujące procedurę celną zostały zastosowane w oparciu o nieprawdziwe, nieprawidłowe lub niekompletne dane lub dokumenty, organ celny podejmuje niezbędne działania w celu właściwego zastosowania przepisów prawa celnego, biorąc pod uwagę nowe dane. Rozdział 2 Dopuszczenie do obrotu "
1997_557.txt_Art. 199,Do kogo sąd przesyła odpis wyroku w razie orzeczenia podania wyroku do publicznej wiadomości przez ogłoszenie w czasopiśmie?,"Art. 199. § 1. W razie orzeczenia podania wyroku do publicznej wiadomości w inny sposób, sąd - zgodnie z treścią wyroku - wydaje komu należy odpowiednie polecenie, przesyłając jednocześnie odpis wyroku lub wyciąg z wyroku ze wzmianką o prawomocności. § 2. Ten, kto otrzymał polecenie, ma obowiązek je wykonać w czasie, miejscu i w sposób określony przez sąd oraz bezzwłocznie zawiadomić o tym sąd, który w razie zauważenia nieprawidłowości nakazuje je usunąć. Rozdział XIII Środki zabezpieczające "
2003_498.txt_Art. 93,Czy zmiana wysokości emerytur w ramach waloryzacji następuje z urzędu?,"Art. 93. Zmiana wysokości emerytur i rent w ramach waloryzacji następuje z urzędu, a jeżeli wypłata świadczenia była wstrzymana - po jej wznowieniu, z uwzględnieniem wszystkich kolejnych waloryzacji i waloryzacji dodatkowych, przypadających w okresie wstrzymania wypłaty. "
1995_681.txt_Art. 1,Czy zmiana wysokości emerytur w ramach waloryzacji następuje z urzędu?,"Art. 1. W ustawie z dnia 17 października 1991 r. o rewaloryzacji emerytur i rent, o zasadach ustalania emerytur i rent oraz o zmianie niektórych ustaw (Dz.U. Nr 104, poz. 450, z 1992 r. Nr 21, poz. 84, z 1993 r. Nr 127, poz. 583 i Nr 129, poz. 602, z 1994 r. Nr 84, poz. 385 oraz z 1995 r. Nr 4, poz. 17 i Nr 95, poz. 473) wprowadza się następujące zmiany: 1) w art. 7: a) w ust. 5 pkt 4 otrzymuje brzmienie: ""4) mnoży się przez ten wskaźnik kwotę bazową, o której mowa w ust. 9 i 10."", b) dodaje się ust. 9 i 10 w brzmieniu: ""9. Kwota bazowa wynosi 93% przeciętnego miesięcznego wynagrodzenia w kwartale kalendarzowym poprzedzającym termin waloryzacji, z uwzględnieniem ust. 10. 10. Podwyższenie kwoty bazowej następuje od pierwszego dnia miesiąca, w którym jest przeprowadzana waloryzacja. Poczynając od pierwszej waloryzacji w 1996 r. wskaźnik procentowy, o którym mowa w ust. 9, ulega podwyższeniu o jeden punkt procentowy w każdym terminie waloryzacji, aż do osiągnięcia kwoty bazowej równej 100% przeciętnego miesięcznego wynagrodzenia.""; 2) art. 8 otrzymuje brzmienie: ""Art. 8. 1. Podstawę wymiaru emerytury dla osoby, która wcześniej miała ustalone prawo do renty inwalidzkiej na podstawie przepisów wymienionych w art. 1, stanowi: 1) podstawa wymiaru renty inwalidzkiej - w wysokości uwzględniającej wszystkie kolejne waloryzacje przypadające w okresie następującym po ustaleniu prawa do renty inwalidzkiej albo 2) podstawa wymiaru ustalona na nowo w myśl art. 7. 2. Przepis ust. 1 pkt 1 stosuje się przy ustalaniu podstawy wymiaru: 1) emerytury dla osoby, która wcześniej miała ustalone prawo do emerytury na podstawie przepisów wymienionych w art. 1, 2) renty inwalidzkiej dla osoby, która wcześniej miała ustalone prawo do renty inwalidzkiej albo do emerytury na podstawie przepisów wymienionych w art. 1.""; 3) art. 16 otrzymuje brzmienie: ""Art. 16. 1. Kwoty najniższych emerytur i rent - bez uwzględnienia dodatków, o których mowa w art. 21 - wynoszą: 1) 39% przeciętnego wynagrodzenia w kwartale kalendarzowym poprzedzającym termin ostatniej waloryzacji emerytur i rent w 1995 r. - w przypadku emerytury, renty rodzinnej i renty inwalidzkiej dla inwalidy I lub II grupy, 2) 30% przeciętnego wynagrodzenia w kwartale kalendarzowym poprzedzającym termin ostatniej waloryzacji emerytur i rent w 1995 r. - w przypadku renty inwalidzkiej dla inwalidy III grupy. 2. Kwoty najniższych emerytur i rent, o których mowa w ust. 1, podwyższa się przy zastosowaniu wskaźnika waloryzacji od miesiąca, w którym jest przeprowadzana waloryzacja. 3. Kwota najniższej renty inwalidzkiej z tytułu wypadku przy pracy lub choroby zawodowej oraz renty rodzinnej przysługującej członkom rodziny pozostałym po ubezpieczonym lub renciście, który zmarł wskutek wypadku przy pracy lub choroby zawodowej, wynosi 120% kwoty najniższych świadczeń określonych w ust. 1, podwyższonych zgodnie z ust. 2. 4. Emerytury i renty ustalone w kwotach niższych niż określone w ust. 1 i 2 podwyższa się do tych kwot z urzędu, a jeżeli ich wypłata była wstrzymana - po wznowieniu wypłaty. 5. Przepisy art. 19 stosuje się odpowiednio.""; 4) po art. 17 dodaje się art. 17{1} i 17{2} w brzmieniu: ""Art. 17{1}. 1. W 1996 r. emerytury i renty podlegają waloryzacji poprzez podwyższenie kwoty świadczenia przysługującego w dniu 31 sierpnia 1996 r. wskaźnikiem waloryzacji określonym w ustawie budżetowej na 1996 r. 2. Wskaźnik waloryzacji, o którym mowa w ust. 1, ustala się w taki sposób, aby zapewnił on w 1996 r., w porównaniu do 1995 r., realny wzrost emerytur i rent wynoszący co najmniej 2,5%, po uwzględnieniu wzrostu kwoty bazowej, przewidzianego w art. 7 ust. 10. 3. Podwyżki, o których mowa w ust. 1, przeprowadza się od dnia 1 września 1996 r. 4. Równocześnie z podwyższeniem emerytury i renty następuje podwyższenie podstawy jej wymiaru wskaźnikiem waloryzacji, o którym mowa w ust. 1. 5. Jeżeli realny wzrost przeciętnej emerytury i renty w 1996 r., w porównaniu do 1995 r., wyniesie mniej niż 2,5%, w marcu 1997 r. nastąpi jednorazowa wypłata w wysokości zapewniającej osiągnięcie tego wzrostu. Ustalenie kwoty jednorazowej wypłaty następuje przez pomnożenie kwoty zwaloryzowanej w 1996 r. emerytury i renty przez wskaźnik weryfikacyjny. Kwota jednorazowej wypłaty będzie oprocentowana planowanym wskaźnikiem wzrostu cen towarów i usług konsumpcyjnych na I kwartał 1997 r. 6. Prezes Rady Ministrów określi, w drodze rozporządzenia, wskaźnik weryfikacyjny oraz szczegółowe zasady jednorazowej wypłaty, o których mowa w ust. 5. 7. Wzrost, o którym mowa w ust. 5, liczony jest jako iloraz wskaźnika nominalnego wzrostu przeciętnej emerytury i renty brutto przez średnioroczny wskaźnik wzrostu cen towarów i usług konsumpcyjnych ogłoszony przez Prezesa Głównego Urzędu Statystycznego. 8. Prezes Głównego Urzędu Statystycznego ogłosi w Dzienniku Urzędowym Rzeczypospolitej Polskiej ""Monitor Polski"" w terminie do dnia 15 lutego 1997 r. realny wzrost emerytur i rent w 1996 r.. "
1995_446.txt_Art. 3,Kto określi wykaz organizmów szkodliwych podlegających obowiązkowi zwalczania?,"Art. 3. 1. Organizmy szkodliwe, określone przez Ministra Rolnictwa i Gospodarki Żywnościowej, podlegają obowiązkowi zwalczania. 2. W razie pojawienia się organizmów szkodliwych, o których mowa w ust. 1, posiadacze są obowiązani do: 1) zawiadamiania właściwego miejscowo wojewódzkiego inspektora lub organu gminy o ich wystąpieniu albo podejrzeniu wystąpienia, 2) zwalczania ich na własny koszt oraz zapobiegania ich szerzeniu się, w szczególności przez: a) nieuprawianie określonych gatunków lub odmian roślin uprawnych, zaniechanie ich obrotu bądź uzależnienie ich uprawy lub obrotu od spełnienia określonych warunków, b) zniszczenie, przerobienie, oczyszczenie lub odkażenie roślin, produktów roślinnych i przedmiotów, c) oczyszczenie lub odkażenie przedmiotów, w których znajdują się lub mogą znajdować się organizmy szkodliwe, d) odkażenie gleby i podłoży, e) ograniczenie lub zaniechanie przywożenia i wywożenia roślin i produktów roślinnych albo uzależnienie ich przywożenia i wywożenia od spełnienia określonych warunków. 3. Szczegółowe obowiązki, o których mowa w ust. 2 pkt 2, wojewódzki inspektor określa w drodze decyzji. 4. Wojewoda, na wniosek wojewódzkiego inspektora, może, w drodze rozporządzenia wprowadzić na obszarze województwa lub jego części obowiązek zwalczania organizmów szkodliwych innych niż określone przez Ministra Rolnictwa i Gospodarki Żywnościowej. Przepis ust. 3 stosuje się odpowiednio. "
1997_106.txt_Art. 52,Jaki jest limit na ubytki dochodów budżetu państwa z tytułu cła?,"Art. 52. 1. Ustanowienie przez Radę Ministrów, na podstawie odrębnych przepisów, kontyngentów celnych dla towarów importowanych do Polski nie może spowodować ubytków dochodów budżetu państwa z tytułu cła na kwotę większą niż 400.000 tys. zł. 2. Limit, o którym mowa w ust. 1, nie dotyczy kontyngentów celnych wynikających z wieloletnich umów międzynarodowych oraz wiążących się z importem interwencyjnym podstawowych produktów żywnościowych w przypadku wystąpienia niekorzystnych warunków agrometeorologicznych oraz tzw. towarów strategicznych. "
2000_85.txt_Art. 51,Jaki jest limit na ubytki dochodów budżetu państwa z tytułu cła?,"Art. 51. 1. Ustanowienie przez Radę Ministrów, na podstawie odrębnych przepisów, kontyngentów taryfowych dla towarów przywożonych na polski obszar celny nie może spowodować ubytków dochodów budżetu państwa z tytułu cła na kwotę większą niż 810.000 tys. zł, w tym 160.000 tys. zł w związku z ustanowieniem kontyngentów taryfowych nie wynikających z zobowiązań międzynarodowych oraz innych zobowiązań zagranicznych Polski. 2. Limit, o którym mowa w ust. 1, nie dotyczy kontyngentów taryfowych wiążących się z importem interwencyjnym podstawowych produktów żywnościowych w przypadku wystąpienia niekorzystnych warunków agrometeorologicznych, importem tzw. towarów strategicznych oraz towarów związanych z modernizacją Sił Zbrojnych Rzeczypospolitej Polskiej. 3. Określa się limit zwolnień od cła, o którym mowa w art. 190 § 7 ustawy z dnia 9 stycznia 1997 r. - Kodeks celny (Dz.U. Nr 23, poz. 117, Nr 64, poz. 407, Nr 121, poz. 770, Nr 157, poz. 1026 i Nr 160, poz. 1084, z 1998 r. Nr 106, poz. 668 i Nr 160, poz. 1063 oraz z 1999 r. Nr 40, poz. 402 i Nr 72, poz. 802) w wysokości 50.000 tys. zł. "
1997_500.txt_Art. 24,W skutek czego następuje wygaśnięcie mandatu radnego?,"Art. 24b. 1. Osoba wybrana na radnego nie może wykonywać pracy w ramach stosunku pracy w urzędzie gminy, w której uzyskała mandat, oraz wykonywać funkcji kierownika w jednostce organizacyjnej tej gminy. Przed przystąpieniem do wykonywania mandatu osoba ta obowiązana jest złożyć wniosek o urlop bezpłatny w terminie 7 dni od dnia ogłoszenia wyników wyborów przez właściwy organ wyborczy. 2. Radny, o którym mowa w ust. 1, otrzymuje urlop bezpłatny na okres sprawowania mandatu oraz 3 miesięcy po jego wygaśnięciu. 3. Radny otrzymuje urlop bezpłatny bez względu na rodzaj i okres trwania stosunku pracy. Stosunek pracy zawarty na czas określony, który ustałby przed terminem zakończenia urlopu bezpłatnego, przedłuża się do 3 miesięcy po zakończeniu tego urlopu. 4. W przypadku radnego wykonującego funkcję kierownika w jednostce organizacyjnej, przejętej lub utworzonej przez gminę w czasie kadencji, termin, o którym mowa w ust. 1, wynosi 6 miesięcy od dnia przejęcia lub utworzenia tej jednostki. 5. Niezłożenie przez radnego wniosku, o którym mowa w ust. 1, jest równoznaczne ze zrzeczeniem się mandatu. 6. Przepis ust. 1-5 stosuje się odpowiednio w przypadku obsadzenia mandatu rady w drodze uchwały rady gminy podjętej na podstawie przepisów ustawy - Ordynacja wyborcza do rad gmin. "
2000_1314.txt_Art. 11,Do kogo stosuje się przepis dotyczący przekazania Prezesowi Urzędu Transportu Kolejowego?,"Art. 11. 1. Znosi się Główny Inspektorat Kolejnictwa. 2. Główny Inspektor Kolejnictwa przekazuje Prezesowi Urzędu Transportu Kolejowego prowadzenie spraw z zakresu jego działania, wraz z aktami spraw, niezakończonych do dnia zniesienia Głównego Inspektoratu Kolejnictwa. 3. Pracownicy Głównego Inspektoratu Kolejnictwa stają się pracownikami Urzędu Transportu Kolejowego. 4. Główny Inspektor Kolejnictwa przekazuje Prezesowi Urzędu Transportu Kolejowego składniki mienia Głównego Inspektoratu Kolejnictwa do dnia jego zniesienia, w drodze protokołu zdawczo-odbiorczego. "
2000_1314.txt_Art. 10,Do kogo stosuje się przepis dotyczący przekazania Prezesowi Urzędu Transportu Kolejowego?,"Art. 10. 1. Minister właściwy do spraw transportu przekazuje Prezesowi Urzędu Transportu Kolejowego sprawy wraz z aktami, które przechodzą do zakresu jego działania i nie są zakończone do tego dnia. 2. Pracownicy urzędu ministra właściwego do spraw transportu realizujący zadania, które przechodzą do zakresu działania Prezesa Urzędu Transportu Kolejowego, stają się pracownikami Urzędu Transportu Kolejowego. "
2003_1692.txt_Art. 36,Co zawiera zgłoszenie ciężkiego działania niepożądanego do ośrodka administrującego?,"Art. 36e. 1. Zgłoszenie pojedynczego przypadku działania niepożądanego produktu leczniczego zawiera: 1) inicjały, płeć lub wiek pacjenta, którego dotyczy zgłoszenie; 2) imię i nazwisko osoby dokonującej zgłoszenia; 3) w przypadku osób wykonujących zawód medyczny, adres miejsca wykonywania tego zawodu; 4) podpis osoby, o której mowa w pkt 2, jeżeli zgłoszenie nie jest przekazywane drogą elektroniczną; 5) w zakresie produktu leczniczego co najmniej: a) nazwę produktu, którego stosowanie podejrzewa się o spowodowanie tego działania niepożądanego, b) opis wywołanego działania niepożądanego. 2. W przypadku gdy zgłoszenie pojedynczego przypadku działania niepożądanego produktu leczniczego stanowi niepożądany odczyn poszczepienny, zgłoszenia, o którym mowa w ust. 1, dokonuje się jednocześnie ze zgłoszeniem określonym w przepisach wydanych na podstawie art. 21 ust. 8 ustawy z dnia 5 grudnia 2008 r. o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi (Dz. U. z 2013 r. poz. 947). 3. W przypadku podejrzenia ciężkiego niepożądanego działania danego produktu leczniczego podmiot odpowiedzialny jest obowiązany przedstawić dane umożliwiające ocenę związku przyczynowo-skutkowego pomiędzy zastosowaniem tego produktu leczniczego a jego ciężkim niepożądanym działaniem. 4. Opis działania niepożądanego produktu leczniczego przytacza się w brzmieniu maksymalnie zbliżonym do przekazanego przez osobę zgłaszającą. W przypadku gdy opis sporządzono w języku innym niż język polski, angielski lub łacina, podmiot odpowiedzialny przedstawia w zgłoszeniu opis działania niepożądanego produktu leczniczego przetłumaczony na język polski lub angielski. 5. Dodatkowe informacje uzyskane po przekazaniu zgłoszenia przedstawia się w postaci uzupełnionego zgłoszenia. 6. Zgłoszenia można dokonać na formularzu dostępnym na stronie internetowej Urzędu Rejestracji. "
2001_627.txt_Art. 271,Do czego są obowiązane właściwe organy Państwowej Straży Pożarnej w razie wystąpienia awarii przemysłowej?,"Art. 271. 1. Minister właściwy do spraw środowiska po uzyskaniu informacji o wystąpieniu awarii przemysłowej poza terytorium Rzeczypospolitej Polskiej, której skutki mogą oddziaływać na terytorium Rzeczypospolitej Polskiej, niezwłocznie zawiadamia o tym Komendanta Głównego Państwowej Straży Pożarnej. 2. Komendant Główny Państwowej Straży Pożarnej, w sytuacji określonej w ust. 1, niezwłocznie podejmuje akcję ratowniczą. 3. Na potrzeby wystąpienia z roszczeniem wobec podmiotów odpowiedzialnych Komendant Główny Państwowej Straży Pożarnej, po zakończeniu akcji ratowniczej, dokona szacunku strat powstałych wskutek transgranicznego oddziaływania awarii przemysłowej na środowisko oraz kosztów akcji ratunkowej. Tytuł V Środki finansowo-prawne Dział I Przepisy ogólne "
2001_627.txt_Art. 269,Do czego są obowiązane właściwe organy Państwowej Straży Pożarnej w razie wystąpienia awarii przemysłowej?,"Art. 269. Komendant powiatowy Państwowej Straży Pożarnej w ramach czynności kontrolnorozpoznawczych przeprowadzanych co najmniej raz w roku w zakładzie stwarzającym zagrożenie wystąpienia awarii przemysłowych, ustala spełnienie wymogów bezpieczeństwa, a w szczególności czy: 1) podjęto środki zapobiegające wystąpieniu awarii przemysłowej, 2) zapewniono wystarczające środki ograniczające skutki awarii przemysłowej w zakładzie i poza jego granicami, uwzględniając skutki transgraniczne, 3) dane zawarte w dokumentach, o których mowa w ustawie, takich jak zgłoszenie zakładu o zwiększonym ryzyku lub dużym ryzyku, program zapobiegania awariom, raport o bezpieczeństwie, wewnętrzny plan operacyjnoratowniczy, informacje niezbędne do opracowania zewnętrznego planu operacyjno-ratowniczego, przedkładane właściwym organom Państwowej Straży Pożarnej "" są rzetelne i odzwierciedlają stan bezpieczeństwa w zakładzie. Dział III Współpraca międzynarodowa "
2001_627.txt_Art. 266,Do czego są obowiązane właściwe organy Państwowej Straży Pożarnej w razie wystąpienia awarii przemysłowej?,"Art. 266. 1. Komendant wojewódzki Państwowej Straży Pożarnej w razie zagrożenia awarią przemysłową lub jej wystąpienia niezwłocznie przystępuje do realizacji zewnętrznego planu operacyjno-ratowniczego. 2. Komendant wojewódzki Państwowej Straży Pożarnej może odstąpić od sporządzenia zewnętrznego planu operacyjno-ratowniczego, jeżeli z informacji dostarczonych przez prowadzącego zakład wynika w sposób niebudzący wątpliwości, że nie występuje ryzyko rozprzestrzenienia się skutków awarii poza zakład. "
2000_1156.txt_Art. 24,Co może być dokumentem określającym niezbędny dla bezpieczeństwa morskiego skład załogi?,"Art. 24. 1. W celu zapewnienia przestrzegania wymagań w zakresie kwalifikacji i składu załogi niezbędnego dla bezpieczeństwa morskiego, statek podlega inspekcji przeprowadzanej przez organ inspekcyjny. 2. Inspekcja polega na sprawdzeniu, czy członkowie załogi zatrudnieni na statku posiadają wymagane dyplomy, świadectwa, zaświadczenia albo zezwolenia oraz czy skład załogi jest zgodny z właściwym dokumentem bezpieczeństwa, a organizacja i pełnienie wacht odpowiadają wymaganiom Konwencji STCW. 3. W razie stwierdzenia, że członek załogi nie posiada ważnego dyplomu lub świadectwa, zaświadczenia albo zezwolenia, bądź stwierdzenia zaniedbań w organizacji lub pełnieniu wacht, jeżeli uchybienia te stwarzają niebezpieczeństwo dla osób, mienia lub środowiska, organ inspekcyjny podejmuje działania, o których mowa w art. 12 ust. 1-4, w celu zapewnienia tego, aby statek nie rozpoczął żeglugi do czasu usunięcia tych uchybień. 4. W razie stwierdzenia uchybień, o których mowa w ust. 3, na statku o obcej przynależności, organ inspekcyjny zawiadamia o tym kapitana statku oraz konsula lub przedstawicielstwo dyplomatyczne państwa przynależności statku. O podjętych wobec statku działaniach organ ten zawiadamia również właściwą organizację międzynarodową. 5. W razie nieusunięcia uchybień, o których mowa w ust. 3, jeśli brak dyplomu lub zaświadczenia dotyczy kapitana statku, starszego mechanika, oficerów pełniących wachty oraz radiooperatora, organ inspekcyjny podejmuje decyzję o zatrzymaniu statku. W stosunku do statku o przynależności do państwa strony Konwencji STCW stosuje się postanowienia tej konwencji dotyczące zatrzymania statku. 6. Inspekcję przeprowadza się stosując przepis art. 8 ust. 3. "
1995_436.txt_Art. 64,Jakie przepisy stosuje się do gospodarki finansowej związku powiatów?,"Art. 64. 1. Kontrolę gospodarki finansowej powiatu sprawuje regionalna izba obrachunkowa. 2. Z zastrzeżeniem przepisów tego rozdziału do trybu uchwalania budżetu oraz gospodarki finansowej powiatu stosuje się przepisy odrębnej ustawy. Rozdział 7 Związki, stowarzyszenia i porozumienia powiatów "
